Pokemon Name,Abilities,Moves
persian,"limber, technician, unnerve","pay-day, scratch, cut, headbutt, body-slam, take-down, double-edge, bite, growl, roar, water-gun, bubble-beam, hyper-beam, thunderbolt, thunder-wave, thunder, dig, toxic, hypnosis, agility, rage, mimic, screech, double-team, defense-curl, bide, swift, skull-bash, amnesia, dream-eater, flash, fury-swipes, rest, slash, substitute, thief, nightmare, snore, curse, spite, protect, feint-attack, mud-slap, zap-cannon, icy-wind, detect, endure, charm, false-swipe, swagger, attract, sleep-talk, return, frustration, pain-split, iron-tail, metal-claw, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, fake-out, uproar, torment, facade, taunt, helping-hand, knock-off, endeavor, snatch, secret-power, hyper-voice, fake-tears, aerial-ace, covet, shock-wave, water-pulse, natural-gift, feint, u-turn, payback, assurance, embargo, last-resort, dark-pulse, night-slash, seed-bomb, power-gem, switcheroo, giga-impact, nasty-plot, shadow-claw, gunk-shot, captivate, hone-claws, foul-play, round, echoed-voice, retaliate, work-up, snarl, play-rough, confide, throat-chop, skitter-smack, lash-out, tera-blast, trailblaze, chilling-water"
psyduck,"damp, cloud-nine, swift-swim","mega-punch, pay-day, ice-punch, scratch, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, submission, low-kick, counter, seismic-toss, strength, dig, toxic, confusion, psychic, hypnosis, rage, mimic, screech, double-team, confuse-ray, light-screen, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, flash, fury-swipes, rest, substitute, thief, snore, curse, protect, mud-slap, foresight, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, iron-tail, hidden-power, cross-chop, rain-dance, psych-up, future-sight, rock-smash, whirlpool, hail, facade, focus-punch, taunt, helping-hand, role-play, brick-break, yawn, knock-off, endeavor, skill-swap, refresh, secret-power, dive, signal-beam, muddy-water, aerial-ace, mud-shot, water-sport, calm-mind, water-pulse, brine, natural-gift, fling, worry-seed, aqua-tail, vacuum-wave, nasty-plot, shadow-claw, mud-bomb, zen-headbutt, captivate, hone-claws, wonder-room, psyshock, telekinesis, synchronoise, soak, low-sweep, simple-beam, round, clear-smog, scald, confide, power-up-punch, liquidation, flip-turn, tera-blast, trailblaze, chilling-water, psychic-noise"
golduck,"damp, cloud-nine, swift-swim","mega-punch, pay-day, ice-punch, scratch, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, dig, toxic, confusion, psychic, hypnosis, rage, mimic, screech, double-team, confuse-ray, light-screen, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, flash, fury-swipes, rest, substitute, thief, snore, curse, protect, mud-slap, icy-wind, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, psych-up, future-sight, rock-smash, whirlpool, hail, facade, focus-punch, taunt, helping-hand, role-play, brick-break, yawn, knock-off, endeavor, skill-swap, secret-power, dive, signal-beam, muddy-water, aerial-ace, mud-shot, water-sport, calm-mind, water-pulse, brine, natural-gift, fling, me-first, worry-seed, aqua-tail, power-gem, vacuum-wave, focus-blast, giga-impact, nasty-plot, shadow-claw, zen-headbutt, rock-climb, captivate, grass-knot, aqua-jet, hone-claws, wonder-room, psyshock, telekinesis, soak, low-sweep, round, scald, confide, power-up-punch, laser-focus, liquidation, flip-turn, tera-blast, trailblaze, chilling-water, psychic-noise"
mankey,"vital-spirit, anger-point, defiant","karate-chop, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, submission, low-kick, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, dig, toxic, meditate, rage, mimic, screech, double-team, defense-curl, focus-energy, bide, metronome, swift, skull-bash, fury-swipes, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, mud-slap, foresight, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, pursuit, iron-tail, hidden-power, cross-chop, rain-dance, sunny-day, psych-up, rock-smash, beat-up, uproar, facade, focus-punch, smelling-salts, taunt, helping-hand, role-play, revenge, brick-break, endeavor, secret-power, overheat, rock-tomb, aerial-ace, bulk-up, covet, natural-gift, u-turn, close-combat, payback, assurance, fling, punishment, poison-jab, night-slash, seed-bomb, drain-punch, vacuum-wave, focus-blast, shadow-claw, rock-climb, gunk-shot, stone-edge, captivate, hone-claws, smack-down, low-sweep, round, acrobatics, retaliate, final-gambit, bulldoze, work-up, dual-chop, confide, power-up-punch, throat-chop, power-trip, stomping-tantrum, lash-out, tera-blast"
primeape,"vital-spirit, anger-point, defiant","karate-chop, mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, hyper-beam, submission, low-kick, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, dig, toxic, rage, mimic, screech, double-team, defense-curl, focus-energy, bide, metronome, swift, skull-bash, fury-swipes, rest, rock-slide, substitute, thief, snore, curse, reversal, spite, protect, scary-face, mud-slap, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, pursuit, iron-tail, hidden-power, cross-chop, rain-dance, sunny-day, psych-up, rock-smash, uproar, facade, focus-punch, taunt, helping-hand, role-play, brick-break, endeavor, secret-power, overheat, rock-tomb, aerial-ace, bulk-up, covet, natural-gift, u-turn, close-combat, payback, assurance, fling, punishment, poison-jab, seed-bomb, drain-punch, vacuum-wave, focus-blast, giga-impact, shadow-claw, rock-climb, gunk-shot, stone-edge, captivate, stealth-rock, hone-claws, smack-down, low-sweep, round, acrobatics, retaliate, final-gambit, bulldoze, work-up, dual-chop, confide, power-up-punch, throat-chop, stomping-tantrum, lash-out, tera-blast, rage-fist"
growlithe,"intimidate, flash-fire, justified","double-kick, headbutt, body-slam, take-down, thrash, double-edge, leer, bite, roar, ember, flamethrower, strength, dragon-rage, fire-spin, dig, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, thief, flame-wheel, snore, curse, reversal, protect, scary-face, mud-slap, outrage, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, morning-sun, hidden-power, sunny-day, crunch, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, secret-power, overheat, odor-sleuth, aerial-ace, howl, covet, natural-gift, close-combat, flare-blitz, thunder-fang, fire-fang, captivate, flame-burst, flame-charge, round, incinerate, retaliate, wild-charge, snarl, play-rough, confide, burn-up, psychic-fangs, raging-fury, tera-blast, temper-flare"
arcanine,"intimidate, flash-fire, justified","headbutt, body-slam, take-down, double-edge, leer, bite, roar, ember, flamethrower, hyper-beam, strength, solar-beam, dragon-rage, fire-spin, dig, toxic, agility, rage, teleport, mimic, double-team, reflect, bide, fire-blast, swift, skull-bash, rest, substitute, thief, flame-wheel, snore, curse, reversal, protect, scary-face, mud-slap, outrage, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, sunny-day, crunch, extreme-speed, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, superpower, secret-power, hyper-voice, overheat, odor-sleuth, aerial-ace, howl, covet, natural-gift, close-combat, flare-blitz, dragon-pulse, giga-impact, thunder-fang, fire-fang, rock-climb, iron-head, captivate, flame-charge, round, incinerate, retaliate, bulldoze, wild-charge, heat-crash, snarl, play-rough, confide, laser-focus, burn-up, psychic-fangs, scorching-sands, tera-blast, temper-flare"
poliwag,"water-absorb, damp, swift-swim","pound, double-slap, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, low-kick, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, substitute, thief, mind-reader, snore, curse, protect, belly-drum, mud-slap, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, rain-dance, whirlpool, hail, facade, focus-punch, helping-hand, endeavor, refresh, secret-power, dive, ice-ball, weather-ball, muddy-water, mud-shot, water-sport, water-pulse, wake-up-slap, natural-gift, earth-power, mud-bomb, captivate, round, scald, bulldoze, confide, liquidation, tera-blast, chilling-water"
poliwhirl,"water-absorb, damp, swift-swim","pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, substitute, thief, snore, curse, protect, belly-drum, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, encore, hidden-power, rain-dance, psych-up, rock-smash, whirlpool, hail, facade, focus-punch, helping-hand, brick-break, endeavor, secret-power, dive, weather-ball, muddy-water, mud-shot, water-sport, water-pulse, wake-up-slap, natural-gift, fling, earth-power, mud-bomb, captivate, low-sweep, round, scald, bulldoze, confide, power-up-punch, liquidation, tera-blast, chilling-water"
poliwrath,"water-absorb, damp, swift-swim","pound, double-slap, mega-punch, ice-punch, mega-kick, headbutt, body-slam, take-down, double-edge, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, psychic, hypnosis, rage, mimic, double-team, defense-curl, haze, bide, metronome, waterfall, swift, skull-bash, amnesia, bubble, psywave, splash, rest, rock-slide, substitute, thief, mind-reader, snore, curse, reversal, protect, scary-face, belly-drum, mud-slap, icy-wind, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, psych-up, rock-smash, whirlpool, hail, facade, focus-punch, taunt, helping-hand, superpower, brick-break, knock-off, endeavor, secret-power, dive, weather-ball, rock-tomb, muddy-water, bulk-up, mud-shot, water-pulse, natural-gift, close-combat, payback, fling, poison-jab, drain-punch, vacuum-wave, focus-blast, earth-power, giga-impact, rock-climb, captivate, low-sweep, round, scald, circle-throw, bulldoze, work-up, dual-chop, confide, power-up-punch, darkest-lariat, high-horsepower, throat-chop, liquidation, coaching, tera-blast, chilling-water, upper-hand"
abra,"synchronize, inner-focus, magic-guard","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, submission, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, rage, teleport, mimic, double-team, barrier, light-screen, reflect, bide, metronome, swift, skull-bash, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, natural-gift, embargo, fling, psycho-shift, power-trick, power-swap, guard-swap, drain-punch, energy-ball, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, guard-split, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam, psychic-terrain, speed-swap"
kadabra,"synchronize, inner-focus, magic-guard","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, submission, counter, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, hypnosis, rage, teleport, night-shade, mimic, double-team, recover, light-screen, reflect, bide, metronome, swift, skull-bash, kinesis, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, natural-gift, embargo, fling, power-swap, guard-swap, drain-punch, energy-ball, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, ally-switch, confide, dazzling-gleam, psychic-terrain, speed-swap, expanding-force"
alakazam,"synchronize, inner-focus, magic-guard","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, hyper-beam, submission, counter, seismic-toss, thunder-wave, dig, toxic, confusion, psychic, hypnosis, rage, teleport, night-shade, mimic, double-team, recover, barrier, light-screen, reflect, bide, metronome, swift, skull-bash, kinesis, dream-eater, flash, psywave, rest, tri-attack, substitute, thief, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, trick, role-play, magic-coat, recycle, knock-off, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, shock-wave, gravity, miracle-eye, natural-gift, embargo, fling, power-swap, guard-swap, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, foul-play, round, stored-power, ally-switch, confide, dazzling-gleam, laser-focus, psychic-terrain, speed-swap, expanding-force"
machop,"guts, no-guard, steadfast","karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, rolling-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, flamethrower, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, meditate, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, smelling-salts, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, tickle, bulk-up, wake-up-slap, natural-gift, close-combat, payback, fling, power-trick, poison-jab, vacuum-wave, focus-blast, bullet-punch, rock-climb, captivate, double-hit, smack-down, heavy-slam, low-sweep, round, quick-guard, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch, coaching"
machoke,"guts, no-guard, steadfast","karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, flamethrower, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, bulk-up, wake-up-slap, natural-gift, close-combat, payback, fling, poison-jab, vacuum-wave, focus-blast, bullet-punch, rock-climb, captivate, double-hit, smack-down, heavy-slam, low-sweep, round, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch, stomping-tantrum, coaching"
machamp,"guts, no-guard, steadfast","karate-chop, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, flamethrower, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, double-team, light-screen, focus-energy, bide, metronome, fire-blast, skull-bash, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, vital-throw, hidden-power, cross-chop, rain-dance, sunny-day, rock-smash, facade, focus-punch, helping-hand, role-play, superpower, revenge, brick-break, knock-off, secret-power, rock-tomb, bulk-up, rock-blast, wake-up-slap, natural-gift, close-combat, payback, assurance, fling, poison-jab, drain-punch, vacuum-wave, focus-blast, giga-impact, bullet-punch, rock-climb, cross-poison, stone-edge, captivate, double-hit, wide-guard, smack-down, heavy-slam, low-sweep, round, incinerate, retaliate, bulldoze, work-up, dual-chop, confide, power-up-punch, darkest-lariat, high-horsepower, throat-chop, stomping-tantrum, coaching"
bellsprout,"chlorophyll, gluttony","swords-dance, cut, bind, slam, vine-whip, headbutt, wrap, take-down, double-edge, acid, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, leech-life, flash, rest, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, encore, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, ingrain, knock-off, secret-power, weather-ball, tickle, bullet-seed, magical-leaf, natural-gift, wring-out, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, leaf-storm, power-whip, captivate, grass-knot, venoshock, sludge-wave, acid-spray, round, clear-smog, belch, grassy-terrain, confide, infestation, strength-sap, lunge, grassy-glide, tera-blast, pounce, trailblaze"
weepinbell,"chlorophyll, gluttony","swords-dance, cut, bind, slam, vine-whip, headbutt, body-slam, wrap, take-down, double-edge, acid, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, swift, leech-life, flash, rest, substitute, thief, snore, curse, protect, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, encore, sweet-scent, synthesis, hidden-power, sunny-day, facade, nature-power, ingrain, knock-off, secret-power, weather-ball, tickle, bullet-seed, magical-leaf, natural-gift, wring-out, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, leaf-storm, power-whip, captivate, grass-knot, bug-bite, venoshock, sludge-wave, acid-spray, round, clear-smog, grassy-terrain, confide, infestation, strength-sap, lunge, grassy-glide, tera-blast, pounce, trailblaze"
victreebel,"chlorophyll, gluttony","swords-dance, cut, bind, slam, vine-whip, headbutt, body-slam, wrap, take-down, double-edge, acid, hyper-beam, mega-drain, growth, razor-leaf, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, rage, mimic, double-team, reflect, bide, swift, leech-life, flash, rest, substitute, thief, snore, curse, protect, scary-face, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, encore, sweet-scent, synthesis, hidden-power, sunny-day, stockpile, spit-up, swallow, facade, nature-power, ingrain, knock-off, secret-power, weather-ball, tickle, bullet-seed, magical-leaf, leaf-blade, natural-gift, gastro-acid, worry-seed, sucker-punch, poison-jab, seed-bomb, energy-ball, giga-impact, leaf-storm, power-whip, captivate, grass-knot, bug-bite, venoshock, sludge-wave, acid-spray, round, clear-smog, leaf-tornado, grassy-terrain, confide, infestation, strength-sap, lunge, grassy-glide, tera-blast, pounce, trailblaze"
tentacool,"clear-body, liquid-ooze, rain-dish","swords-dance, cut, bind, headbutt, wrap, take-down, double-edge, poison-sting, supersonic, acid, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, mega-drain, toxic, rage, mimic, screech, double-team, confuse-ray, barrier, haze, reflect, bide, waterfall, swift, skull-bash, constrict, bubble, acid-armor, rest, substitute, thief, snore, curse, protect, sludge-bomb, icy-wind, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, rapid-spin, hidden-power, rain-dance, mirror-coat, whirlpool, hail, facade, magic-coat, knock-off, secret-power, dive, tickle, muddy-water, mud-shot, water-pulse, brine, natural-gift, acupressure, payback, wring-out, toxic-spikes, aqua-ring, poison-jab, cross-poison, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, scald, hex, confide, dazzling-gleam, infestation, throat-chop, brutal-swing, liquidation, flip-turn, tera-blast, pounce, chilling-water"
tentacruel,"clear-body, liquid-ooze, rain-dish","swords-dance, cut, bind, headbutt, wrap, take-down, double-edge, poison-sting, supersonic, acid, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, mega-drain, toxic, rage, mimic, screech, double-team, confuse-ray, barrier, haze, reflect, bide, waterfall, swift, skull-bash, constrict, bubble, acid-armor, rest, substitute, thief, snore, curse, protect, scary-face, sludge-bomb, icy-wind, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, safeguard, rapid-spin, hidden-power, rain-dance, mirror-coat, whirlpool, hail, facade, magic-coat, knock-off, secret-power, dive, weather-ball, tickle, muddy-water, mud-shot, water-pulse, brine, natural-gift, acupressure, payback, wring-out, toxic-spikes, aqua-ring, poison-jab, giga-impact, cross-poison, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, scald, hex, reflect-type, confide, venom-drench, dazzling-gleam, infestation, throat-chop, brutal-swing, liquidation, skitter-smack, corrosive-gas, flip-turn, tera-blast, pounce, chilling-water"
geodude,"rock-head, sturdy, sand-veil","mega-punch, fire-punch, thunder-punch, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, flamethrower, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, earth-power, rock-climb, stone-edge, captivate, stealth-rock, wide-guard, autotomize, smack-down, round, incinerate, bulldoze, confide, power-up-punch, high-horsepower, stomping-tantrum, tera-blast"
graveler,"rock-head, sturdy, sand-veil","mega-punch, fire-punch, thunder-punch, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, flamethrower, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, focus-blast, earth-power, rock-climb, iron-head, stone-edge, captivate, stealth-rock, wide-guard, smack-down, heavy-slam, round, incinerate, bulldoze, confide, power-up-punch, high-horsepower, stomping-tantrum, body-press, tera-blast, hard-press"
golem,"rock-head, sturdy, sand-veil","mega-punch, fire-punch, thunder-punch, mega-kick, sand-attack, headbutt, tackle, body-slam, take-down, double-edge, roar, flamethrower, hyper-beam, submission, counter, seismic-toss, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, double-team, harden, defense-curl, bide, metronome, self-destruct, fire-blast, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, hidden-power, sunny-day, ancient-power, rock-smash, facade, focus-punch, nature-power, superpower, brick-break, secret-power, mud-sport, rock-tomb, iron-defense, block, mud-shot, rock-blast, hammer-arm, gyro-ball, natural-gift, fling, sucker-punch, rock-polish, focus-blast, earth-power, giga-impact, rock-climb, iron-head, stone-edge, captivate, stealth-rock, wide-guard, smack-down, heavy-slam, round, incinerate, bulldoze, steamroller, confide, power-up-punch, high-horsepower, stomping-tantrum, body-press, tera-blast, hard-press"
